1526347791.8682,40.5827,-42.6337,0.5756
1526347794.3907,41.4161,-42.1266,0.5705
1526347796.9104,42.295,-41.6508,0.516
1526347799.4509,43.1372,-41.1877,0.5187
1526347801.9360,43.9998,-40.7062,0.5264
1526347804.4588,44.7972,-40.2374,0.5339
1526347806.9443,45.6182,-39.7511,0.5382
1526347809.4693,46.4769,-39.2388,0.548
1526347811.9546,47.3516,-38.7088,0.5563
1526347814.4803,48.1026,-38.252,0.5512
1526347816.9850,48.9734,-37.7209,0.5599
1526347819.5078,49.776,-37.2167,0.5666
1526347822.0122,50.6081,-36.6894,0.5745
1526347824.5171,51.4041,-36.174,0.5818
